time,seconds_elapsed,z,y,x
1726226024403051300,0.02105126953125,-0.1524486541748047,0.5751900672912598,-0.6904261112213135
1726226024413046300,0.03104638671875,-0.12222284823656082,0.6727365851402283,-0.6686957478523254
1726226024423041300,0.041041259765625,-0.09533210843801498,0.7488798499107361,-0.633225679397583
1726226024433036300,0.051036376953125,-0.0944008007645607,0.7577491998672485,-0.5879921317100525
1726226024443031300,0.06103125,-0.12268144637346268,0.7129274010658264,-0.5290592908859253
1726226024453025300,0.071025390625,-0.1611713171005249,0.6657053232192993,-0.4271097779273987
1726226024463020300,0.081020263671875,-0.19411887228488922,0.6552342772483826,-0.2840586304664612
1726226024473015300,0.091015380859375,-0.18584071099758148,0.7317447662353516,-0.12964987754821777
1726226024483010300,0.10101025390625,-0.15943387150764465,0.859248697757721,0.023207318037748337
1726226024493005300,0.11100537109375,-0.13253460824489594,1.021256446838379,0.17761074006557465
1726226024503000300,0.121000244140625,-0.12183243036270142,1.18681001663208,0.30828380584716797
1726226024512995300,0.130995361328125,0.07993211597204208,1.324519395828247,0.4617204964160919
1726226024522990300,0.140990234375,0.3550044298171997,1.5519251823425293,0.6075512170791626
1726226024532984300,0.150984375,0.5159687995910645,1.7660998106002808,0.7364071607589722
1726226024542979300,0.160979248046875,0.5639938712120056,1.9344102144241333,0.8892409205436707
1726226024552974300,0.170974365234375,0.5733093619346619,2.1631672382354736,1.0695006847381592
1726226024562969000,0.180968994140625,0.5178194642066956,2.3032586574554443,1.2213813066482544
1726226024572964000,0.190964111328125,0.38748621940612793,2.330911159515381,1.3309134244918823
1726226024582959000,0.200958984375,0.312132328748703,1.6254603862762451,1.163798213005066
1726226024592954000,0.2109541015625,0.16031590104103088,0.6571959853172302,0.6010171175003052
1726226024602949400,0.220949462890625,-0.05736049637198448,0.35729900002479553,0.23768818378448486
1726226024612944400,0.2309443359375,-0.23427242040634155,-0.004230697639286518,0.031687088310718536
1726226024622938000,0.240938232421875,-0.4264756739139557,-0.425592839717865,-0.060088105499744415
1726226024632933400,0.250933349609375,-0.6627667546272278,-0.8459919691085815,-0.10113140940666199
1726226024642928400,0.260928466796875,-0.9272269010543823,-1.1119115352630615,-0.19285334646701813
1726226024652923400,0.27092333984375,-1.1302149295806885,-1.0341424942016602,-0.2851068377494812
1726226024662918400,0.28091845703125,-1.2052202224731445,-0.7343882322311401,-0.2801320552825928
1726226024672913400,0.290913330078125,-1.1988131999969482,-0.45351049304008484,-0.19020402431488037
1726226024682908400,0.300908447265625,-1.1568756103515625,-0.5302438735961914,-0.044627655297517776
1726226024692903200,0.310903076171875,-1.1452149152755737,-0.8280553221702576,0.08798365294933319
1726226024702897400,0.3208974609375,-1.0943642854690552,-1.3261148929595947,0.23628230392932892
1726226024712892400,0.330892333984375,-1.022873878479004,-1.989197015762329,0.36353108286857605
1726226024722887200,0.34088720703125,-0.9675365090370178,-2.671086311340332,0.47522538900375366
1726226024732882200,0.350882080078125,-0.9231773018836975,-3.1949970722198486,0.5950652360916138
1726226024742877200,0.360877197265625,-0.8979478478431702,-2.8029518127441406,0.5658559203147888
1726226024752872200,0.3708720703125,-0.755698025226593,-2.1088011264801025,0.6056709885597229
1726226024762867200,0.3808671875,-0.5026519298553467,-1.2881414890289307,0.6204904317855835
1726226024772862200,0.3908623046875,-0.2426866739988327,-0.6032123565673828,0.5263404846191406
1726226024782856200,0.400856201171875,-0.010853978805243969,-0.4233640432357788,0.3751440644264221
1726226024792851200,0.410851318359375,0.25342079997062683,-0.6098090410232544,0.23875504732131958
1726226024802846200,0.42084619140625,0.7505996823310852,-0.8124436140060425,0.2140078991651535
1726226024812841200,0.43084130859375,1.5861198902130127,-0.6654813289642334,0.3159491717815399
1726226024822836200,0.440836181640625,2.5432488918304443,-0.2140779346227646,0.4491865932941437
1726226024832831500,0.45083154296875,3.169834613800049,-0.08462993055582047,0.46213167905807495
1726226024842826200,0.460826171875,3.257073402404785,-0.4260258674621582,0.2904973328113556
1726226024852821200,0.4708212890625,2.958730459213257,-0.5123850107192993,0.1733883023262024
1726226024862815500,0.4808154296875,2.6329493522644043,-0.1348009556531906,0.2569361925125122
1726226024872810200,0.490810302734375,2.486337900161743,0.23783226311206818,0.33274760842323303
1726226024882805200,0.50080517578125,2.4149389266967773,0.35132765769958496,0.35908493399620056
1726226024892800300,0.51080029296875,2.510953187942505,0.16085253655910492,0.4779535233974457
1726226024902795300,0.520795166015625,2.6485495567321777,-0.3245466649532318,0.6731739044189453
1726226024912790300,0.530790283203125,2.793271064758301,-1.119846224784851,0.8886955380439758
1726226024922785300,0.540785400390625,2.8927369117736816,-2.022213935852051,1.1239384412765503
1726226024932780300,0.5507802734375,2.8930342197418213,-2.92693829536438,1.3333818912506104
1726226024942774300,0.560774169921875,2.9227516651153564,-3.686173677444458,1.487627387046814
1726226024952769300,0.570769287109375,3.1205949783325195,-4.079182147979736,1.532447338104248
1726226024962764300,0.580764404296875,3.412816047668457,-4.117793560028076,1.4360158443450928
1726226024972759300,0.59075927734375,3.7011568546295166,-3.9080657958984375,1.25264573097229
1726226024982754300,0.60075439453125,3.988294839859009,-3.7028167247772217,1.033484697341919
1726226024992749300,0.610749267578125,4.376471996307373,-3.69374418258667,0.7504953145980835
1726226025002744300,0.620744384765625,4.837264537811279,-3.958055019378662,0.44940122961997986
1726226025012739000,0.630739013671875,5.284608364105225,-4.449067115783691,0.22691117227077484
1726226025022733300,0.6407333984375,5.884620666503906,-4.829197406768799,0.06303249299526215
