time,seconds_elapsed,relativeAltitude,pressure
1726407022647243300,-0.5297568359375,0,1024.6884155273438
1726407023675655400,0.498655517578125,-0.06341552734375,1024.696044921875
1726407024704123100,1.527123046875,-0.1268310546875,1024.7036743164062
1726407025732595200,2.55559521484375,-0.3012237548828125,1024.725112915039
1726407026761062400,3.5840625,-0.3910675048828125,1024.7358703613281
1726407026959297300,3.78229736328125,-0.502044677734375,1024.7492980957031
1726407028020953000,4.843953125,-0.5178985595703125,1024.751205444336
1726407029082578200,5.905578125,-0.6183013916015625,1024.7633361816406
1726407030144193300,6.967193359375,-0.69757080078125,1024.7728729248047
1726407031205824300,8.02882421875,-0.8085479736328125,1024.7869873046875
1726407032267494100,9.090494140625,-0.9036712646484375,1024.7981262207031
1726407033329141500,10.1521416015625,-0.9987945556640625,1024.8094940185547
1726407034390802400,11.213802490234375,-1.0674972534179688,1024.817886352539
1726407035452459300,12.275459228515626,-1.1309127807617188,1024.8255157470703
1726407036514160400,13.337160400390625,-1.16790771484375,1024.830093383789
1726407037575842300,14.39884228515625,-1.1890487670898438,1024.8326110839844
1726407038637531400,15.460531494140625,-1.2049026489257812,1024.8345184326172
1726407039699174100,16.522174072265624,-1.2260360717773438,1024.8370361328125
1726407040760865300,17.583865234375,-1.2260360717773438,1024.8370361328125
1726407041822526200,18.645526123046874,-1.2154693603515625,1024.836196899414
1726407042884193300,19.707193359375,-1.1837615966796875,1024.8324584960938
1726407043945878300,20.768878173828124,-1.1573410034179688,1024.828872680664
1726407045007531300,21.83053125,-1.1309127807617188,1024.8255157470703
1726407046069199400,22.892199462890623,-1.0674972534179688,1024.8179626464844
1726407047130865400,23.953865478515624,-1.0516433715820312,1024.8158264160156
1726407048192500500,25.01550048828125,-1.0357894897460938,1024.8141479492188
1726407049254096400,26.077096435546874,-1.0357894897460938,1024.8141479492188
1726407050315719400,27.138719482421877,-1.04107666015625,1024.8145294189453
1726407051377344300,28.20034423828125,-1.0833511352539062,1024.8202514648438
1726407052438968000,29.261968017578123,-1.1203460693359375,1024.8243713378906
1726407053500621300,30.323621337890625,-1.1256332397460938,1024.8249053955078
1726407054562296300,31.38529638671875,-1.1256332397460938,1024.8252868652344
1726407055623995400,32.44699536132813,-1.1467666625976562,1024.8278045654297
1726407056685712400,33.50871240234375,-1.1467666625976562,1024.8278045654297
1726407057747394300,34.57039428710937,-1.1150588989257812,1024.8236083984375
1726407058809082400,35.63208227539062,-1.0357894897460938,1024.8141479492188
1726407059870712300,36.69371240234375,-0.8719635009765625,1024.7945404052734
1726407060932339200,37.75533911132813,-0.6447296142578125,1024.7669982910156
1726407061993992400,38.81699243164063,-0.4227752685546875,1024.7400665283203
1726407063055643400,39.87864331054688,-0.27480316162109375,1024.7220611572266
1726407064117254100,40.94025415039062,-0.2378082275390625,1024.7177124023438
1726407065178878200,42.001878173828125,-0.2378082275390625,1024.7177124023438
1726407066240509200,43.06350927734375,-0.253662109375,1024.7196197509766
1726407067302133200,44.12513330078125,-0.253662109375,1024.7196197509766
