time,seconds_elapsed,relativeAltitude,pressure
1726225814234155000,-0.534844970703125,0,1023.0267333984375
1726225815262406000,0.493406005859375,-0.02642822265625,1023.0296325683594
1726225816290612000,1.521612060546875,-0.0475616455078125,1023.0324554443359
1726225817318820900,2.54982080078125,-0.19553375244140625,1023.0503082275391
1726225818347099100,3.57809912109375,-0.32236480712890625,1023.0655670166016
1726225818545633000,3.776633056640625,-0.40163421630859375,1023.0751800537109
1726225819607106800,4.83810693359375,-0.4280548095703125,1023.0781555175781
1726225820668539100,5.8995390625,-0.5284652709960938,1023.0903625488281
1726225821730013000,6.961012939453125,-0.6077346801757812,1023.1001281738281
1726225822791477000,8.02247705078125,-0.6658706665039062,1023.1074523925781
1726225823852895000,9.08389501953125,-0.7187118530273438,1023.1135559082031
1726225824914311000,10.145310791015625,-0.7504196166992188,1023.1175231933594
1726225825975751000,11.2067509765625,-0.7662734985351562,1023.1192016601562
1726225827037134800,12.268134765625,-0.7927017211914062,1023.1224060058594
1726225828098521900,13.32952197265625,-0.8349761962890625,1023.1276702880859
1726225829159898000,14.390898193359375,-0.8561172485351562,1023.1303405761719
1726225830221298000,15.4522978515625,-0.882537841796875,1023.1330871582031
1726225831282675000,16.513675048828127,-0.9195327758789062,1023.1381225585938
1726225832344061000,17.57506103515625,-0.9353866577148438,1023.1394958496094
1726225833405442000,18.636442138671875,-0.9353866577148438,1023.1394958496094
1726225834466833000,19.6978330078125,-0.9353866577148438,1023.1394958496094
1726225835528182000,20.75918212890625,-0.9353866577148438,1023.1397247314453
1726225836589534000,21.820533935546877,-0.9353866577148438,1023.1397247314453
1726225837650834000,22.881833984375,-0.9195327758789062,1023.1378173828125
1726225838712149000,23.94314892578125,-0.9195327758789062,1023.1378173828125
1726225839773427000,25.004427001953125,-0.8983917236328125,1023.1356048583984
1726225840834734000,26.065734130859376,-0.8983917236328125,1023.1356048583984
1726225841895998000,27.126998046875,-0.8983917236328125,1023.1356048583984
1726225842957280000,28.188280029296877,-0.8983917236328125,1023.1356048583984
1726225844018552000,29.249552001953123,-0.850830078125,1023.1297302246094
1726225845079822000,30.310822021484373,-0.8138351440429688,1023.1249237060547
1726225846141092000,31.372092041015627,-0.7715606689453125,1023.1203460693359
1726225847202357000,32.43335693359375,-0.66058349609375,1023.1067657470703
1726225848263632100,33.49463208007813,-0.565460205078125,1023.0947875976562
1726225849324934000,34.55593383789063,-0.5126113891601562,1023.0886840820312
1726225850386256000,35.617255859375,-0.4914703369140625,1023.0861663818359
1726225851447560200,36.678560302734375,-0.4914703369140625,1023.0861663818359
1726225852508863000,37.73986303710937,-0.5126113891601562,1023.0884552001953
1726225853570121000,38.801120849609376,-0.5548858642578125,1023.0937194824219
1726225854631404000,39.86240405273438,-0.6341629028320312,1023.1034851074219
1726225855692673000,40.92367309570312,-0.7081451416015625,1023.1122589111328
1726225856753943800,41.98494384765625,-0.7081451416015625,1023.1122589111328
1726225857815227100,43.04622705078125,-0.6552963256835938,1023.1060028076172
1726225858876524000,44.10752392578125,-0.6077346801757812,1023.0998992919922
1726225859937755000,45.1687548828125,-0.475616455078125,1023.0842590332031
1726225860999029000,46.23002905273437,-0.2695159912109375,1023.0593872070312
1726225862060276000,47.29127587890625,-0.1268310546875,1023.0419158935547
