time,seconds_elapsed,yaw,qx,qz,roll,qw,qy,pitch
1726225707805268700,0.026268798828125,-0.1136198262686849,-0.39951887643431894,0.009665139925957631,-0.3099395317879833,0.9088931852276709,-0.11918248602347774,-0.8161936972248708
1726225707815265800,0.036265869140625,-0.11272700865568788,-0.40006901065895467,0.010156807049332162,-0.30982264891868555,0.908639134928901,-0.11923268355019223,-0.8175303676766013
1726225707825261800,0.04626171875,-0.11069550968087667,-0.40075383775555157,0.011089569586920507,-0.309147432548464,0.9083264587182355,-0.11923315068537028,-0.8193102842924843
1726225707835257900,0.0562578125,-0.10742849394852276,-0.40158183675359127,0.012507510790066742,-0.3079101172476833,0.9079463721079425,-0.11920207445678128,-0.8215632027347175
1726225707845255000,0.0662548828125,-0.10266659099856806,-0.4025311426154322,0.01447702761411478,-0.30587529865355706,0.907511490643835,-0.119088909876688,-0.8242687356957082
1726225707855251000,0.0762509765625,-0.09598438048256909,-0.40357184335754676,0.017145909626140515,-0.3028437167149453,0.9070280868542183,-0.11889444778902643,-0.8274072385693444
1726225707865248000,0.086248046875,-0.08699860836522372,-0.40468684975007463,0.02059419946987707,-0.29837886070531844,0.9065103544556766,-0.11850472312343084,-0.8309714917820576
1726225707875243800,0.096243896484375,-0.07571352572245396,-0.405869843766577,0.02474951476024313,-0.2921823074566828,0.905970099017625,-0.1177937233653746,-0.8349196200155637
1726225707885240800,0.10624072265625,-0.06264758657756359,-0.4071750571291789,0.029461432014883476,-0.28469453611917733,0.9053637811230065,-0.11686289028726247,-0.8392899417363501
1726225707895236900,0.11623681640625,-0.048409904493283584,-0.4086200311208289,0.034544982444524294,-0.2764150033795066,0.9046662345696836,-0.11582497317146434,-0.8440373626318942
1726225707905234000,0.12623388671875,-0.03353851662590058,-0.41013510677941495,0.039799786483681036,-0.26765818086259735,0.9039041537247504,-0.1147278967028603,-0.8489362827750455
1726225707915229700,0.136229736328125,-0.018572416293784866,-0.4116630621004812,0.04498041966241516,-0.2584928374031971,0.9031210438361464,-0.11350227707385976,-0.8537863010026593
1726225707925227000,0.14622705078125,-0.004126938067572102,-0.41318971702094226,0.04988738811287197,-0.24932773630913818,0.9023274621854607,-0.11220848342351439,-0.8584959902968118
1726225707935222800,0.156222900390625,0.009137952956312588,-0.4147736474600276,0.05435479706740677,-0.2407669918422539,0.9014944658662911,-0.11097752979441361,-0.8631540613909747
1726225707945219800,0.1662197265625,0.020794287215247564,-0.4163857698743572,0.05821424168411427,-0.23293601847229303,0.9006572037157478,-0.10977485303977952,-0.8676671979528495
1726225707955216000,0.1762158203125,0.030905101006706563,-0.4180152702048777,0.06130672217354902,-0.22492954330909415,0.8998872995664261,-0.10820140655737007,-0.8719738101605559
1726225707965213000,0.186212890625,0.039942354858238056,-0.4196593880814307,0.06368444367580942,-0.2159708903024767,0.8992184939990199,-0.10600181467581357,-0.8760752637561825
1726225707975208700,0.196208740234375,0.0480737471157556,-0.4212328383410109,0.06554206372234873,-0.2066497130336238,0.8986435717589625,-0.10347451315477979,-0.8798451880426035
1726225707985205000,0.206205078125,0.055083364471758524,-0.4225177539195484,0.06696103091712097,-0.19787684997394048,0.8982191509374471,-0.10098238251964535,-0.8828487687245448
