time,seconds_elapsed,relativeAltitude,pressure
1726225707244195300,-0.5348046875,0,1023.0223846435547
1726225708272806100,0.49380615234375,-0.0528411865234375,1023.0284881591797
1726225709301484300,1.522484375,-0.10569000244140625,1023.0345916748047
1726225710330067200,2.551067138671875,-0.18495941162109375,1023.0445098876953
1726225711358659300,3.579659423828125,-0.23252105712890625,1023.050537109375
1726225711556604200,3.777604248046875,-0.3065032958984375,1023.0592346191406
1726225712618386200,4.83938623046875,-0.31179046630859375,1023.0596160888672
1726225713680207400,5.901207275390625,-0.3699188232421875,1023.0667877197266
1726225714742001400,6.96300146484375,-0.41748046875,1023.072509765625
1726225715803808300,8.024808349609375,-0.449188232421875,1023.0764770507812
1726225716865586200,9.086586181640625,-0.475616455078125,1023.0794525146484
1726225717927374000,10.1483740234375,-0.4967498779296875,1023.0821228027344
1726225718989133000,11.210133056640625,-0.4967498779296875,1023.0821228027344
1726225720050940200,12.271940185546875,-0.5178909301757812,1023.0845642089844
1726225721112729300,13.333729248046875,-0.5284576416015625,1023.0861663818359
1726225722174505200,14.395505126953125,-0.5495986938476562,1023.0884552001953
1726225723236280300,15.4572802734375,-0.5548858642578125,1023.0891418457031
1726225724297986300,16.518986328125,-0.5548858642578125,1023.0891418457031
1726225725359729400,17.5807294921875,-0.5284576416015625,1023.0860137939453
1726225726421473300,18.642473388671874,-0.4967498779296875,1023.0823516845703
1726225727483121200,19.70412109375,-0.475616455078125,1023.0794525146484
1726225728544819200,20.765819091796875,-0.45447540283203125,1023.0771636962891
1726225729606521000,21.82752099609375,-0.4280548095703125,1023.0739593505859
1726225730668247300,22.889247314453126,-0.40691375732421875,1023.0714416503906
1726225731729997000,23.9509970703125,-0.3963470458984375,1023.0703735351562
1726225732791722200,25.01272216796875,-0.385772705078125,1023.0685424804688
1726225733853468200,26.07446826171875,-0.3699188232421875,1023.0670928955078
1726225734915198200,27.1361982421875,-0.3699188232421875,1023.0670928955078
1726225735976951000,28.197950927734375,-0.37520599365234375,1023.0674743652344
1726225737038748200,29.259748046875,-0.39105987548828125,1023.0697631835938
1726225738100590300,30.32159033203125,-0.3963470458984375,1023.0701446533203
1726225739162433000,31.38343310546875,-0.4016265869140625,1023.0707550048828
1726225740224208100,32.4452080078125,-0.412200927734375,1023.0723571777344
1726225741285913300,33.50691333007813,-0.4280548095703125,1023.0739593505859
1726225742347582500,34.56858251953125,-0.4280548095703125,1023.0740356445312
1726225743409241000,35.630240966796876,-0.4280548095703125,1023.0741882324219
1726225744470892300,36.69189233398438,-0.4280548095703125,1023.0741882324219
1726225745532560400,37.75356030273438,-0.4280548095703125,1023.0740356445312
1726225746594245000,38.8152451171875,-0.41748046875,1023.0728912353516
1726225747655922200,39.87692211914062,-0.39105987548828125,1023.0693054199219
1726225748717584100,40.93858422851562,-0.34349822998046875,1023.0634307861328
1726225749779262200,42.00026220703125,-0.28008270263671875,1023.0560302734375
1726225750840957200,43.061957275390625,-0.21666717529296875,1023.048095703125
1726225751902639000,44.12363916015625,-0.1426849365234375,1023.0390930175781
