time,seconds_elapsed,z,y,x
1726940528115065300,0.0190654296875,-1.1765899658203125,-0.2365570068359375,-0.0391693115234375
1726940528125050400,0.02905029296875,-1.2281494140625,-0.2355194091796875,-0.0742034912109375
1726940528135036200,0.0390361328125,-1.257659912109375,-0.242767333984375,-0.1239471435546875
1726940528145022500,0.0490224609375,-1.19439697265625,-0.2367706298828125,-0.1290130615234375
1726940528155008300,0.05900830078125,-1.06939697265625,-0.2519073486328125,-0.1257171630859375
1726940528164994300,0.068994384765625,-0.9475860595703125,-0.28662109375,-0.1367034912109375
1726940528174980400,0.07898046875,-0.833465576171875,-0.3216400146484375,-0.1346282958984375
1726940528184965400,0.08896533203125,-0.7623138427734375,-0.3655548095703125,-0.131439208984375
1726940528194951200,0.098951171875,-0.766510009765625,-0.3919830322265625,-0.12982177734375
1726940528204937500,0.1089375,-0.7708740234375,-0.406402587890625,-0.1012420654296875
1726940528214923300,0.11892333984375,-0.784088134765625,-0.42950439453125,-0.02703857421875
1726940528224909300,0.128909423828125,-0.8368988037109375,-0.4939727783203125,0.0991668701171875
1726940528234894300,0.138894287109375,-0.861114501953125,-0.479736328125,0.2098388671875
1726940528244880400,0.14888037109375,-0.8006591796875,-0.356781005859375,0.22894287109375
1726940528254866400,0.158866455078125,-0.805755615234375,-0.2525787353515625,0.204803466796875
1726940528264852200,0.168852294921875,-0.837890625,-0.2453155517578125,0.151519775390625
1726940528274838500,0.178838623046875,-0.8060760498046875,-0.2486572265625,0.0523223876953125
1726940528284823300,0.1888232421875,-0.7013702392578125,-0.2263031005859375,-0.1243743896484375
1726940528294809300,0.198809326171875,-0.55413818359375,-0.150054931640625,-0.1817626953125
1726940528304795400,0.20879541015625,-0.454681396484375,-0.19677734375,-0.1207733154296875
1726940528314781400,0.218781494140625,-0.339752197265625,-0.1830902099609375,0.0089874267578125
1726940528324767200,0.228767333984375,-0.17681884765625,-0.1569061279296875,0.0830230712890625
1726940528334753300,0.238753173828125,-0.061004638671875,-0.1285552978515625,0.0700836181640625
1726940528344738300,0.24873828125,-0.0110321044921875,-0.17193603515625,0.014129638671875
1726940528354724400,0.258724365234375,0.071319580078125,-0.248809814453125,-0.028594970703125
1726940528364710400,0.26871044921875,0.1854400634765625,-0.1813201904296875,-0.180206298828125
1726940528374696200,0.2786962890625,0.248687744140625,-0.1764373779296875,-0.3153839111328125
1726940528384682500,0.2886826171875,0.3056640625,-0.231719970703125,-0.485443115234375
1726940528394667300,0.298667236328125,0.3220977783203125,-0.252197265625,-0.657257080078125
1726940528404653300,0.3086533203125,0.3635406494140625,-0.29925537109375,-0.8301544189453125
