time,seconds_elapsed,relativeAltitude,pressure
1726406894277310700,-0.511689208984375,0,1024.6928405761719
1726406895305964800,0.51696484375,-0.05284881591796875,1024.6993255615234
1726406896334653700,1.54565380859375,-0.10569000244140625,1024.705810546875
1726406897363328800,2.574328857421875,-0.1743927001953125,1024.7144317626953
1726406898391980500,3.60298046875,-0.23252105712890625,1024.7213745117188
1726406898589852700,3.800852783203125,-0.31707763671875,1024.7317504882812
1726406899651690500,4.8626904296875,-0.3329315185546875,1024.7334289550781
1726406900713507600,5.924507568359375,-0.412200927734375,1024.7431182861328
1726406901775339500,6.986339599609375,-0.5020370483398438,1024.7538757324219
1726406902837151500,8.0481513671875,-0.5865936279296875,1024.764404296875
1726406903898994700,9.10999462890625,-0.6605758666992188,1024.7734832763672
1726406904960836600,10.171836669921875,-0.7081375122070312,1024.7789001464844
1726406906022701600,11.23370166015625,-0.7345657348632812,1024.7822570800781
1726406907084508700,12.2955087890625,-0.7398452758789062,1024.78271484375
1726406908146313700,13.357313720703125,-0.7451324462890625,1024.7831726074219
1726406909208105500,14.41910546875,-0.7504196166992188,1024.7842407226562
1726406910269921500,15.480921630859376,-0.7556991577148438,1024.7844696044922
1726406911331752400,16.54275244140625,-0.7662734985351562,1024.7859191894531
1726406912393604600,17.6046044921875,-0.7715530395507812,1024.7869110107422
1726406913455454500,18.666454345703126,-0.7874069213867188,1024.788589477539
1726406914517289700,19.728289794921874,-0.82440185546875,1024.7932434082031
1726406915579094500,20.790094482421875,-0.8455429077148438,1024.7955322265625
1726406916640978700,21.851978759765625,-0.8825302124023438,1024.7998809814453
1726406917702819600,22.913819580078126,-0.8931045532226562,1024.801254272461
1726406918764669700,23.975669677734373,-0.8931045532226562,1024.801254272461
1726406919826483500,25.0374833984375,-0.8825302124023438,1024.8001861572266
1726406920888290600,26.09929052734375,-0.8719635009765625,1024.7987365722656
1726406921950061600,27.1610615234375,-0.8613967895507812,1024.7977447509766
1726406923011806500,28.222806396484376,-0.8402557373046875,1024.7947692871094
1726406924073607700,29.284607666015624,-0.8349685668945312,1024.7945404052734
1726406925135385600,30.346385498046875,-0.8296890258789062,1024.793930053711
1726406926197160700,31.40816064453125,-0.8191146850585938,1024.7924041748047
1726406927258887400,32.46988745117188,-0.8032608032226562,1024.7907257080078
1726406928320631600,33.531631591796874,-0.7821273803710938,1024.7880554199219
1726406929382441500,34.59344140625,-0.7662734985351562,1024.786148071289
1726406930444260600,35.65526049804687,-0.7398452758789062,1024.7830200195312
1726406931506055700,36.7170556640625,-0.7239913940429688,1024.7806549072266
1726406932567821600,37.77882153320313,-0.6870040893554688,1024.776611328125
