time,seconds_elapsed,z,y,x
1726406903138744000,8.349744140625,0.1414797240063548,-0.20046587372124194,-0.15843407367765902
1726406903148742100,8.3597421875,0.11827654307335614,-0.41270986351966854,-0.12197495919987558
1726406903158739500,8.369739501953125,0.12978753264695406,-0.47035365871489043,-0.22283099639490245
1726406903168737300,8.3797373046875,0.20662804961279033,-0.45775428938269613,-0.30233152635023
1726406903178735400,8.3897353515625,0.1796060410439968,-0.5870914479136466,-0.27270722632855177
1726406903188733400,8.3997333984375,0.24969635309726,-0.6519044040858745,-0.15279979411773384
1726406903198731300,8.409731201171875,0.3001039134286344,-0.5424591099828482,-0.04814304946549237
1726406903208729300,8.419729248046876,0.3921206644773483,-0.3466887006014585,0.09373298038206994
1726406903218727200,8.42972705078125,0.4836133916519582,-0.2230202353566885,0.1687398521799594
1726406903228725200,8.439725341796875,0.5711459830239415,-0.04330722680687904,0.277815436187759
1726406903238723300,8.449723388671876,0.5810426692686975,0.16334405755102632,0.4711545267689973
1726406903248721200,8.45972119140625,0.3155724084563553,0.2518897714883089,0.6797906282685696
1726406903258719200,8.46971923828125,-0.054178457172214985,0.19779343964159488,0.7483124488960952
1726406903268717300,8.47971728515625,-0.2594467627391219,-0.007348609197139739,0.8578590844817459
1726406903278715100,8.489715087890625,-0.2957552166998386,-0.26598142520487306,0.9339049439385533
1726406903288713200,8.499713134765624,-0.28835750766396523,-0.45454117255508897,0.9490528287097811
1726406903298711300,8.509711181640625,-0.29605303060263394,-0.5529278970271349,0.8928014377210288
1726406903308708000,8.5197080078125,-0.19488792745843528,-0.5904506952136754,0.7801162118487059
1726406903318706200,8.5297060546875,-0.06236278654113411,-0.41405192577838895,0.7197273557290434
1726406903328704000,8.5397041015625,-0.08808744877576828,-0.3155453743189573,0.49951582111753523
1726406903338702000,8.5497021484375,-0.09246902486085891,-0.1648486168950796,0.32501565184518694
1726406903348700200,8.5597001953125,-0.03502542841285467,-0.057876434907317156,0.07850760992784053
1726406903358698200,8.5696982421875,0.11480433691814541,0.05707914704978466,-0.15438823235295712
1726406903368696300,8.5796962890625,0.08329056988805532,0.18686638743579387,-0.3222636862559244
1726406903378694400,8.5896943359375,0.05819836033806204,0.3636918578505516,-0.49405298913437873
1726406903388692200,8.599692138671875,-0.04161357463151216,0.682674220880866,-0.6767546946387738
1726406903398690300,8.609690185546874,-0.23521336197555065,0.9377496366679667,-0.8055871185179799
1726406903408688400,8.6196884765625,-0.4050619791150093,0.9139841456770896,-0.8537154818709939
1726406903418686200,8.629686279296875,-0.6315010830044746,0.691583503523469,-0.8445079469341784
1726406903428684300,8.639684326171874,-0.8966749912187456,0.542768906584382,-0.8623411983318626
1726406903438682400,8.649682373046875,-0.9936077174901962,0.255893746432662,-0.8019985925067216
1726406903448680200,8.65968017578125,-1.0773194353997706,-0.09153145174980164,-0.6853044232539832
1726406903458677200,8.66967724609375,-1.014266036245972,-0.31364392461180685,-0.5343479919806122
1726406903468675000,8.679675048828125,-0.7538406377330422,-0.3453057218104601,-0.43042708732225
1726406903478673200,8.689673095703125,-0.5584636115834116,-0.19318740715086458,-0.3389856519434601
1726406903488671200,8.699671142578126,-0.16840791681185363,0.04624211121499538,-0.2628396200478077
1726406903498669000,8.7096689453125,0.2169783248439431,0.24011808515191077,-0.06020129765830934
1726406903508667100,8.719667236328124,0.3889885039314627,0.28378888457417484,0.05979615092352032
1726406903518665200,8.729665283203126,0.4342962569057941,0.30206454597711563,0.10632811193056405
1726406903528663000,8.7396630859375,0.41206805848479267,0.16612813531160353,0.16644319261014462
1726406903538661000,8.7496611328125,0.30581819942221045,-0.07470189750194549,0.1306850660085678
1726406903548659200,8.7596591796875,0.07781842208728194,-0.3816027775943279,0.2279208668798208
1726406903558657300,8.7696572265625,-0.09757891522049904,-0.4464361920326948,0.1750316458005458
1726406903568655400,8.7796552734375,-0.20120032547563313,-0.4656009112298488,0.22296207542866467
1726406903578653400,8.7896533203125,-0.5192813557520508,-0.45932197709083555,0.3327195772860199
1726406903588651300,8.7996513671875,-0.6912640623107552,-0.2690864054828882,0.24362244001105426
1726406903598648300,8.8096484375,-0.58403585973531,-0.04314297615587711,0.13220796472691
1726406903608646100,8.819646240234375,-0.5571460992440581,0.2288005723237991,0.00494468986056745
1726406903618644200,8.829644287109375,-0.5268199345633388,0.5369815553545951,-0.046719884794577955
1726406903628642300,8.839642333984376,-0.5162026789590716,0.6644201867878436,0.02855904541034251
