time,seconds_elapsed,yaw,qx,qz,roll,qw,qy,pitch
1726406894850400000,0.06139990234375,-2.707669597084061,-0.08951464622452995,-0.9715794373558757,-0.2027472189412449,0.20970429359189122,-0.06359719712238814,0.08614274525010969
1726406894860398000,0.071398193359375,-2.7086917804495525,-0.0899429015359188,-0.9716364443192659,-0.2037123787786004,0.20914062453667434,-0.06397810597962587,0.08681449849550502
1726406894870396200,0.081396240234375,-2.709715792925601,-0.09057135130219292,-0.9716835143228901,-0.2049875551778924,0.20859026483233645,-0.06417156040435214,0.08703412845859711
1726406894880394000,0.09139404296875,-2.7107234674480893,-0.09138490897188041,-0.9717181876207502,-0.20656502175026342,0.2080575823515713,-0.06422385623174466,0.08689765425491275
1726406894890392000,0.10139208984375,-2.711663115305311,-0.09234125672373451,-0.9717338958134561,-0.20840949526143676,0.20755709998125707,-0.0642379596477268,0.08662051864491317
1726406894900390000,0.111389892578125,-2.712549122802633,-0.09349414006654144,-0.9717240594164849,-0.21065902256382218,0.20707049492487883,-0.06428889450304325,0.08632956817224156
1726406894910388000,0.121387939453125,-2.7134094402871654,-0.09479431156791301,-0.9716961467665225,-0.2132074589207903,0.2065884201273086,-0.06435761812752322,0.08601129686495995
1726406894920386000,0.131385986328125,-2.7141919169926765,-0.09605501998226436,-0.9716591496994076,-0.21571041016086093,0.20613787931251434,-0.0644908786521722,0.08583049331782969
1726406894930384000,0.1413837890625,-2.714911272447028,-0.09712880001710159,-0.971626990956687,-0.21789320504709198,0.20571264976580578,-0.06472552622976684,0.08592257519209208
1726406894940382000,0.1513818359375,-2.7156272716109586,-0.097967132236001,-0.9716108095909194,-0.21965757426062488,0.2052848939444228,-0.06506181278457436,0.08631431248126044
1726406894950380000,0.161380126953125,-2.7164150357851367,-0.09861124505811292,-0.9716167846588315,-0.22106336909893987,0.2048212377912933,-0.06545916351337408,0.08691648281663293
1726406894960377900,0.1713779296875,-2.717348124317783,-0.09913537396610582,-0.9716468591481988,-0.2222427831810365,0.20428571250580468,-0.06589381178159351,0.08765937122488464
1726406894970376000,0.1813759765625,-2.718474745831837,-0.09958741065266563,-0.9717042788871445,-0.22325650919561627,0.20366196576351933,-0.066294089498122,0.08838720480766234
1726406894980374000,0.1913740234375,-2.7196849357929875,-0.0999513757030525,-0.9717832562482295,-0.22403735993527982,0.20301717810940426,-0.06656630912403279,0.08890944706150551
1726406894990371800,0.201371826171875,-2.72080942804428,-0.10018804874013479,-0.9718729769696965,-0.22448619768815303,0.20244526121383938,-0.06664170350721989,0.0890871437111741
1726406895000370000,0.211369873046875,-2.721858197145828,-0.10031838067717555,-0.9719696044497432,-0.2246784554383677,0.20193034032927237,-0.06659952979882368,0.08906850742888699
1726406895010369000,0.221369140625,-2.722908076535557,-0.1004791876944211,-0.9720580554721673,-0.22498235559375776,0.20139760979791674,-0.06667785481037827,0.08927549738001081
1726406895020366800,0.231366943359375,-2.7239175332219134,-0.1009155683615903,-0.9721012950852304,-0.2259814834881185,0.20082666725903686,-0.06710909227571973,0.09006229960882282
1726406895030365000,0.241364990234375,-2.724871300587359,-0.10176049040735584,-0.9720773574632675,-0.22800773826666562,0.20019653206748078,-0.06805686433473436,0.09169732974452097
1726406895040363000,0.251363037109375,-2.7257629958537875,-0.10295604598058027,-0.9719867314403464,-0.230969322009692,0.19950268947013738,-0.06957330836997094,0.09430838448399521
1726406895050360800,0.26136083984375,-2.726670062322609,-0.10443623342755255,-0.9718452592776218,-0.23468930014729358,0.19871944981353015,-0.07155667657577272,0.09773252222509232
1726406895060359000,0.27135888671875,-2.7274938631837866,-0.10616386900725079,-0.9716521375367634,-0.2390211632058828,0.19791803914012246,-0.07382311104126378,0.1016120449990685
1726406895070357000,0.28135693359375,-2.728055650316799,-0.10797302521658915,-0.9714145688499956,-0.2435526914820598,0.19722272782691994,-0.07614928523476987,0.10555146533556867
1726406895080354800,0.291354736328125,-2.728381806344947,-0.10958321041463433,-0.9711683638929585,-0.24769143877354866,0.19664758166976934,-0.07844274766723762,0.10948226791389157
1726406895090353000,0.301352783203125,-2.7288331566522768,-0.11074163092882021,-0.9709731398760243,-0.25094701343545656,0.1960202112425076,-0.08076817585622009,0.11367693537804306
1726406895100351000,0.31135107421875,-2.729606282350687,-0.11146051155957405,-0.9708350222231581,-0.25343098110393575,0.19521018155541014,-0.0833599558371435,0.11861905127665842
1726406895110349000,0.32134912109375,-2.7302979841293644,-0.11191458144693237,-0.9706881450849897,-0.2555556070926372,0.1943903907748735,-0.08632449018721039,0.12439867746953344
1726406895120347100,0.33134716796875,-2.73083066062938,-0.11206656913442993,-0.9705189108197599,-0.2573017762830143,0.19358310147673713,-0.08977559091047903,0.1312459007236097
1726406895130345200,0.34134521484375,-2.7317008787473065,-0.11230127309160313,-0.9703317628475117,-0.25939446085217693,0.19252012149237546,-0.09370548889627994,0.13905804602300906
