time,seconds_elapsed,z,y,x
1726940456820602600,38.0386025390625,-8.891552340123058,1.6827919047869742,-3.7787420013830064
1726940456830589000,38.0485888671875,-8.869008499881625,1.6125519551299512,-3.8614433732062574
1726940456840574700,38.05857470703125,-8.84850405651331,1.5429397819824515,-3.936203722897172
1726940456850559700,38.068559814453124,-8.832472959166765,1.4877728982947767,-3.993035909448564
1726940456860545500,38.078545654296875,-8.828575951728224,1.449551450319588,-4.015647846490144
1726940456870531800,38.08853173828125,-8.836105178189277,1.420498374314606,-4.009465650723874
1726940456880517600,38.098517578125,-8.847988508206605,1.3837280019305647,-3.996096466062963
1726940456890503700,38.10850366210938,-8.862354887211323,1.3394003460347652,-3.9793285788744686
1726940456900488700,38.11848876953125,-8.874552105483412,1.3033029044762252,-3.964102368170023
1726940456910474800,38.12847485351563,-8.888295968675612,1.2792676566332577,-3.941072790238261
1726940456920460800,38.13846069335938,-8.904829170325398,1.2586739275462924,-3.910261472389102
1726940456930446600,38.14844653320313,-8.919384934422373,1.23509095351547,-3.8845214664548635
1726940456940431600,38.158431640625,-8.92953807964623,1.2068380149122326,-3.8700487044662233
1726940456950417700,38.16841772460938,-8.936880259102582,1.17451095873788,-3.863039410226047
1726940456960403700,38.17840380859375,-8.943387741300462,1.1402404403455555,-3.858244577164948
1726940456970389500,38.18838940429688,-8.949400133457779,1.1054374955769628,-3.854430571834743
1726940456980374800,38.198374755859376,-8.956600274094939,1.0722161939766257,-3.847083423942327
1726940456990360800,38.20836083984375,-8.964284398856758,1.0470969502892344,-3.8360885671973226
1726940457000346600,38.2183466796875,-8.97209594939053,1.0337678053777664,-3.8214141451567407
1726940457010332700,38.22833276367187,-8.979291998374462,1.0262038729295133,-3.8065211119294164
1726940457020317700,38.238317626953126,-8.984774229177832,1.015655152516812,-3.7964009921923276
1726940457030303700,38.2483037109375,-8.987007687318325,0.9988356082063168,-3.795577693110704
1726940457040289500,38.25828955078125,-8.986950988695025,0.9775519971590488,-3.8012487244844433
1726940457050275800,38.26827587890625,-8.983803338319063,0.9608364246796816,-3.8129324402764437
1726940457060260900,38.2782607421875,-8.980067074400186,0.9567236555986106,-3.8227556228935717
1726940457070246700,38.28824658203125,-8.97839767988324,0.9588319529894739,-3.826147018897533
1726940457080232700,38.29823266601562,-8.977821341300011,0.9597813626687973,-3.827260825358331
1726940457090218800,38.30821875,-8.976261836898326,0.962075903346762,-3.8303412557169794
1726940457100203800,38.31820385742188,-8.973970511090755,0.9684512835975736,-3.8341020695552226
1726940457110189600,38.328189453125,-8.974680705186724,0.9759420777443796,-3.8305394086375832
1726940457120175600,38.33817553710937,-8.978602262544632,0.9778633281305432,-3.8208465744018554
1726940457130161700,38.34816162109375,-8.982834785547851,0.9708565181083977,-3.812676419688761
1726940457140146700,38.35814672851563,-8.98567439288795,0.9624223786968737,-3.8081212406024334
1726940457150132700,38.3681328125,-8.986776801171898,0.9619114335000515,-3.80564695944339
1726940457160118800,38.378118896484374,-8.985202099201082,0.9696606593873351,-3.807398187024891
1726940457170104800,38.388104736328124,-8.980740443617105,0.9806035667493939,-3.8151147527515885
1726940457180089600,38.39808959960938,-8.97301189519167,0.9885311448782682,-3.831219792117178
1726940457190075600,38.40807568359375,-8.961389846459031,0.9915641558986157,-3.8575478270724415
1726940457200061700,38.41806176757812,-8.949483720088004,0.9974678269844501,-3.8835780481249094
1726940457210047700,38.4280478515625,-8.939567306229472,1.0090105999357997,-3.9033851568788287
1726940457220033500,38.438033447265624,-8.9334163823843,1.0237771572392433,-3.913608736990392
1726940457230018600,38.4480185546875,-8.932116990223527,1.0367186180073766,-3.913167422963679
1726940457240004900,38.4580048828125,-8.933850097626447,1.0426207547232509,-3.907640476235747
1726940457249990700,38.46799072265625,-8.935320754700898,1.0456029854044318,-3.9034780958592887
1726940457259976700,38.477976806640626,-8.936124472299218,1.0545665555175394,-3.8992245300680395
1726940457269961500,38.48796142578125,-8.93903071513474,1.0709853370074183,-3.8880724369347095
1726940457279947800,38.49794775390625,-8.945866698634624,1.0922197751507163,-3.866381706391275
1726940457289933600,38.50793359375,-8.956548836168647,1.114010678132996,-3.8353091072574257
1726940457299919600,38.517919677734376,-8.973319938227533,1.1401859336793423,-3.7881244544953105
1726940457309905000,38.52790478515625,-8.993052228179574,1.1761864176694303,-3.7298777249708768
1726940457319890700,38.537890625,-9.015894174584746,1.2303485812939703,-3.6565392247766253
1726940457329876700,38.547876708984376,-9.048491791328788,1.3071692245155573,-3.5477442112758752
1726940457339862500,38.557862548828126,-9.088501145634055,1.3980407510519026,-3.4080808890417216
1726940457349847800,38.567847900390625,-9.12927797718048,1.490711289834231,-3.256447143028676
1726940457359833600,38.57783349609375,-9.16536694317162,1.5760994165234268,-3.1116473346889015
1726940457369819600,38.587819580078126,-9.192851746946573,1.6533131507158279,-2.9880452126786112
1726940457379805400,38.597805419921876,-9.211025701540708,1.7285986933246253,-2.8877912330299615
1726940457389790500,38.60779052734375,-9.220610691487789,1.8091551620736717,-2.8067203850179907
1726940457399776500,38.617776611328125,-9.22181889823377,1.9017739706687629,-2.7407471528947354
1726940457409762300,38.62776220703125,-9.211679197013378,2.0057886180251834,-2.700399944937229
1726940457419748600,38.63774853515625,-9.188075618585943,2.122069457236677,-2.691927884668112
1726940457429733600,38.647733642578125,-9.149805801424383,2.2550873501069844,-2.714041809059679
1726940457439719400,38.657719482421875,-9.096060182711481,2.4005080668240786,-2.769410645060241
1726940457449705500,38.66770556640625,-9.032942924541235,2.5531182566538453,-2.8386460938498375
1726940457459691500,38.67769140625,-8.964498918390273,2.7035139853045345,-2.915330397340655
1726940457469676500,38.687676513671875,-8.89438317963481,2.8413033303603528,-2.9978876845180986
1726940457479662300,38.697662353515625,-8.825521240332723,2.9632088775858283,-3.0821994141474365
1726940457489648400,38.7076484375,-8.759939637875556,3.066678312149644,-3.16691095674932
1726940457499634400,38.71763452148438,-8.701066593146324,3.148165339747071,-3.2482123986467717
1726940457509619500,38.727619384765624,-8.649271523979305,3.2104794648408888,-3.3246509106829762
1726940457519605500,38.73760546875,-8.60316093018949,3.2576194016784426,-3.3976357751339674
1726940457529591600,38.74759155273438,-8.562520292243361,3.2919840280950066,-3.466477256169915
1726940457539577600,38.75757763671875,-8.530196816265583,3.3173546161949634,-3.5215462324410676
1726940457549563400,38.7675634765625,-8.509645611146093,3.335296223337948,-3.5541686913654207
1726940457559548400,38.77754833984375,-8.500252928900718,3.3421289919674395,-3.5701895595788953
1726940457569534500,38.78753442382813,-8.498712713721394,3.3372891507208347,-3.578374327339232
1726940457579520500,38.7975205078125,-8.502049749189615,3.327950829011202,-3.5791453117117284
1726940457589506300,38.80750634765625,-8.510610656785964,3.3179759629637,-3.5680420261561867
1726940457599491300,38.8174912109375,-8.527702661362289,3.3066344847381113,-3.537632859367132
1726940457609477600,38.8274775390625,-8.553745449635386,3.290844210410118,-3.489149983488023
1726940457619463400,38.83746337890625,-8.587827167457341,3.264750568732619,-3.429432596889138
1726940457629449500,38.84744946289062,-8.630131354701518,3.2276357668250797,-3.3576158994346854
1726940457639434200,38.85743432617188,-8.679128902104496,3.181569888959825,-3.2742502184838056
1726940457649420500,38.86742065429687,-8.733557826906441,3.1248560680910944,-3.1828646049454807
1726940457659406300,38.87740625,-8.792419765719771,3.055431818731129,-3.086758100365102
1726940457669392400,38.88739233398437,-8.851539478686451,2.9699580595850943,-2.999997808539867
1726940457679377700,38.89737768554688,-8.905456362313032,2.8665359712943435,-2.9404426267653703
1726940457689363500,38.90736352539062,-8.951520194351673,2.7443048453763126,-2.9170976992741227
1726940457699349500,38.917349609375,-8.990240677890181,2.601353295251727,-2.9289795679867265
1726940457709335600,38.92733544921875,-9.019498921078442,2.4405054384306073,-2.97707169098258
1726940457719320600,38.93732055664063,-9.03824746069014,2.2759729017473758,-3.049658496026695
1726940457729306400,38.94730639648437,-9.049584262740611,2.131180107670277,-3.1198522684544323
1726940457739292400,38.95729248046875,-9.053111267822981,2.0199379932783543,-3.1829879390642044
1726940457749278500,38.967278564453125,-9.049209584209322,1.9463393808431921,-3.2394372637778517
1726940457759263500,38.97726342773438,-9.04307911863029,1.896822924132645,-3.2856001722767947
1726940457769249500,38.98724951171875,-9.040607760080695,1.8502227932602167,-3.318805984047055
1726940457779235300,38.9972353515625,-9.040161185356974,1.7964502865403889,-3.3494235328897832
1726940457789221600,39.0072216796875,-9.03289499374628,1.7428979984425008,-3.3969840332269667
1726940457799206400,39.01720629882813,-9.01603621340394,1.699158079306781,-3.463283720825612
1726940457809192400,39.0271923828125,-8.996955080837012,1.6634392618022857,-3.5296108809530735
1726940457819178200,39.03717822265625,-8.980614771410822,1.6291116063952444,-3.586772445589304
1726940457829164500,39.04716455078125,-8.966813040551543,1.5907086643733084,-3.6381712089151144
1726940457839149600,39.05714965820312,-8.955173456162214,1.5548386018298566,-3.6820825390949845
1726940457849135400,39.06713525390625,-8.943218229952453,1.52936060783267,-3.7215979724034667
1726940457859121700,39.07712158203125,-8.932019375067949,1.5078323743745683,-3.7571076772019265
1726940457869107500,39.087107421875,-8.926651710554957,1.4880601908035576,-3.7776910310253498
1726940457879093500,39.09709350585938,-8.9274653650254,1.4718928998567162,-3.782099495117366
1726940457889078300,39.10707836914062,-8.930681404462456,1.4582652103900908,-3.7797862497389314
1726940457899064600,39.117064697265626,-8.933996228098868,1.4468543201901019,-3.776334940241277
1726940457909050400,39.12705029296875,-8.938017738699912,1.4386235213309526,-3.769958683207631
1726940457919036400,39.13703637695313,-8.942505697768926,1.4312338494710624,-3.7621193678840994
1726940457929021400,39.147021484375,-8.945206773421168,1.419969820395857,-3.7599665737643835
1726940457939007500,39.157007568359376,-8.944096766352652,1.4024243729636072,-3.7691806845724583
1726940457948993500,39.16699365234375,-8.938883415618537,1.3784496231362222,-3.7903324859336016
